k;678.0;0.33933933933933935;(15, 30);(0.3888888888888889, 0.5471698113207547);135571.0;41481.0;0.29492216392130244;0.09023807659174564;97182.0;79870.0;0.2114104471767562;0.1737497933362919
l;514.0;0.4672727272727273;(9, 26);(0.42105263157894735, 0.46296296296296297);171520.0;9706.0;0.6492149767596784;0.03673787642507835;97834.0;83392.0;0.37030840739451015;0.31564444579024664
m;627.0;0.43451143451143454;(20, 15);(0.5, 0.3888888888888889);69598.0;82874.0;0.1770360365172755;0.2108061221634629;89398.0;63074.0;0.2274011838353314;0.16044097484540698
n;576.0;0.4578696343402226;(18, 16);(0.5151515151515151, 0.4166666666666667);69510.0;60479.0;0.20950882523148148;0.18228865258487653;75977.5;54011.5;0.22900239920910495;0.1627950786072531
o;615.0;0.4904306220095694;(16, 18);(0.46875, 0.4594594594594595);80880.0;64674.0;0.21384096767796945;0.17099345627602616;88430.0;57124.0;0.23380263070923393;0.1510317932447617
p;740.0;0.4;(18, 22);(0.4722222222222222, 0.42857142857142855);137288.0;83825.0;0.2507085463842221;0.15307706355003653;160297.5;60815.5;0.2927273557341125;0.11105825420014609
q;723.0;0.41314285714285715;(17, 21);(0.47058823529411764, 0.40816326530612246);134573.0;71530.0;0.2574431493182892;0.13683954783453758;117525.5;88577.5;0.2248306483856836;0.1694520487671432
r;368.0;0.29252782193958665;(12, 13);(0.3333333333333333, 0.3333333333333333);47382.0;27233.0;0.3498788988657845;0.20109434073724008;64278.5;10336.5;0.47464629607750475;0.07632694352551984
s;507.0;0.4043062200956938;(17, 18);(0.5, 0.4594594594594595);78042.0;28112.0;0.303607483398107;0.10936436243673385;64068.0;42086.0;0.24924430750557286;0.16372753832926795
t;539.0;0.3793103448275862;(11, 24);(0.35714285714285715, 0.4791666666666667);109889.0;21579.0;0.3782480440312404;0.07427690253028181;74317.0;57151.0;0.25580594862333533;0.19671899793818692
u;592.0;0.48484848484848486;(15, 19);(0.4375, 0.5);72712.0;65083.0;0.2074735208181154;0.18570523648648649;77041.5;60753.5;0.2198271434441198;0.1733516138604821
v;477.0;0.4274193548387097;(11, 16);(0.3333333333333333, 0.42857142857142855);48634.0;37876.0;0.21374857710445702;0.16646669215792273;52842.0;33668.0;0.23224292288016032;0.1479723463822194
w;684.0;0.4634146341463415;(17, 18);(0.4, 0.4857142857142857);63971.0;93883.0;0.13673224239937073;0.20066644437604733;93885.0;63969.0;0.20067071919564994;0.13672796757976813
x;518.0;0.3509485094850949;(21, 17);(0.5, 0.45714285714285713);60019.0;37501.0;0.2236810721366706;0.1397601407253917;61476.0;36044.0;0.22911107467092023;0.13433013819114206
y;650.0;0.32354405176704826;(20, 22);(0.475, 0.4375);131871.0;59956.0;0.3121207100591716;0.14190769230769232;139955.5;51871.5;0.33125562130177516;0.12277278106508875
z;502.0;0.3984126984126984;(17, 17);(0.47058823529411764, 0.45714285714285713);79294.0;32957.0;0.3146537356549896;0.13077967016396566;83905.5;28345.5;0.33295304836431167;0.11248035745464358
a;660.0;0.5108359133126935;(17, 19);(0.48484848484848486, 0.4864864864864865);90712.0;66421.0;0.20824609733700644;0.15248163452708907;97938.5;59194.5;0.22483585858585858;0.1358918732782369
b;762.0;0.40748663101604277;(16, 31);(0.45454545454545453, 0.5555555555555556);166452.0;64167.0;0.28666790666914665;0.11051005435344204;126491.5;104127.5;0.21784690791603806;0.17933105310655065
c;474.0;0.3668730650154799;(13, 18);(0.36363636363636365, 0.4594594594594595);79451.0;40372.0;0.35362477523188945;0.17968986451601418;75013.5;44809.5;0.3338741120546921;0.19944052769321155
d;761.0;0.3547785547785548;(20, 31);(0.5, 0.5555555555555556);163707.0;98799.0;0.2826818575047356;0.17060165319510084;196545.0;65961.0;0.3393850335249456;0.11389847717489092
e;657.0;0.5239234449760766;(15, 18);(0.4375, 0.4594594594594595);81197.0;57522.0;0.18810885696480242;0.13326105238283883;87892.5;50826.5;0.20362030260697928;0.11774960674066197
f;726.0;0.23556132381570408;(22, 30);(0.4666666666666667, 0.4393939393939394);293391.0;68868.0;0.5566388907861485;0.130660474011338;296616.5;65642.5;0.5627585016202596;0.12454086317722682
g;795.0;0.4076923076923077;(20, 24);(0.5, 0.46938775510204084);179794.0;82297.0;0.2844729243305249;0.13021162137573672;175129.5;86961.5;0.27709267829595347;0.13759186741030813
h;694.0;0.3894500561167228;(17, 29);(0.5, 0.5283018867924528);137137.0;56888.0;0.284731623051433;0.11811409446137747;99496.5;94528.5;0.20658028054381317;0.19626543696899734
i;456.0;0.3910806174957118;(11, 27);(0.47619047619047616, 0.5);111904.0;9572.0;0.5381655894121268;0.04603339489073561;66494.0;54982.0;0.3197810864881502;0.2644178978147122
j;608.0;0.24897624897624898;(23, 35);(0.6111111111111112, 0.5230769230769231);242926.0;43200.0;0.657153523199446;0.11686288088642659;213244.0;72882.0;0.5768589854570637;0.19715741862880887
k;678.0;0.33933933933933935;(15, 30);(0.3888888888888889, 0.5471698113207547);135571.0;41481.0;0.29492216392130244;0.09023807659174564;97182.0;79870.0;0.2114104471767562;0.1737497933362919
l;514.0;0.4672727272727273;(9, 26);(0.42105263157894735, 0.46296296296296297);171520.0;9706.0;0.6492149767596784;0.03673787642507835;97834.0;83392.0;0.37030840739451015;0.31564444579024664
m;627.0;0.43451143451143454;(20, 15);(0.5, 0.3888888888888889);69598.0;82874.0;0.1770360365172755;0.2108061221634629;89398.0;63074.0;0.2274011838353314;0.16044097484540698
n;576.0;0.4578696343402226;(18, 16);(0.5151515151515151, 0.4166666666666667);69510.0;60479.0;0.20950882523148148;0.18228865258487653;75977.5;54011.5;0.22900239920910495;0.1627950786072531
o;615.0;0.4904306220095694;(16, 18);(0.46875, 0.4594594594594595);80880.0;64674.0;0.21384096767796945;0.17099345627602616;88430.0;57124.0;0.23380263070923393;0.1510317932447617
p;740.0;0.4;(18, 22);(0.4722222222222222, 0.42857142857142855);137288.0;83825.0;0.2507085463842221;0.15307706355003653;160297.5;60815.5;0.2927273557341125;0.11105825420014609
q;723.0;0.41314285714285715;(17, 21);(0.47058823529411764, 0.40816326530612246);134573.0;71530.0;0.2574431493182892;0.13683954783453758;117525.5;88577.5;0.2248306483856836;0.1694520487671432
r;368.0;0.29252782193958665;(12, 13);(0.3333333333333333, 0.3333333333333333);47382.0;27233.0;0.3498788988657845;0.20109434073724008;64278.5;10336.5;0.47464629607750475;0.07632694352551984
s;507.0;0.4043062200956938;(17, 18);(0.5, 0.4594594594594595);78042.0;28112.0;0.303607483398107;0.10936436243673385;64068.0;42086.0;0.24924430750557286;0.16372753832926795
t;539.0;0.3793103448275862;(11, 24);(0.35714285714285715, 0.4791666666666667);109889.0;21579.0;0.3782480440312404;0.07427690253028181;74317.0;57151.0;0.25580594862333533;0.19671899793818692
u;592.0;0.48484848484848486;(15, 19);(0.4375, 0.5);72712.0;65083.0;0.2074735208181154;0.18570523648648649;77041.5;60753.5;0.2198271434441198;0.1733516138604821
v;477.0;0.4274193548387097;(11, 16);(0.3333333333333333, 0.42857142857142855);48634.0;37876.0;0.21374857710445702;0.16646669215792273;52842.0;33668.0;0.23224292288016032;0.1479723463822194
w;684.0;0.4634146341463415;(17, 18);(0.4, 0.4857142857142857);63971.0;93883.0;0.13673224239937073;0.20066644437604733;93885.0;63969.0;0.20067071919564994;0.13672796757976813
x;518.0;0.3509485094850949;(21, 17);(0.5, 0.45714285714285713);60019.0;37501.0;0.2236810721366706;0.1397601407253917;61476.0;36044.0;0.22911107467092023;0.13433013819114206
y;650.0;0.32354405176704826;(20, 22);(0.475, 0.4375);131871.0;59956.0;0.3121207100591716;0.14190769230769232;139955.5;51871.5;0.33125562130177516;0.12277278106508875
z;502.0;0.3984126984126984;(17, 17);(0.47058823529411764, 0.45714285714285713);79294.0;32957.0;0.3146537356549896;0.13077967016396566;83905.5;28345.5;0.33295304836431167;0.11248035745464358
